,Name,Serialized_Embeddings
0,img (1).jpg,"[0.10227738320827484, 0.03686228767037392, -0.02651963196694851, -0.02046431601047516, -0.031050069257616997, -0.010850949212908745, 0.008900651708245277, 0.07889590412378311, 0.04033194109797478, 0.003983469679951668, -0.04026564210653305, 0.000731361738871783, 0.014386900700628757, -0.04548116773366928, -0.0037597103510051966, -0.0025400836020708084, 0.0845976248383522, -0.03206665441393852, 0.0025511332787573338, -0.014265351928770542, -0.05785699933767319, -0.012033282779157162, -0.01256367564201355, -0.0441109873354435, -0.015392436645925045, 0.011513940058648586, 0.030077682808041573, -0.055647026747465134, -0.007900640368461609, -0.025083152577280998, 0.04256400838494301, 0.008431033231317997, -0.04216621443629265, 0.008530481718480587, -0.0020152158103883266, 0.018652141094207764, 0.002651963150128722, -0.0056906710378825665, 0.04088443145155907, 0.11774716526269913, 0.013690760359168053, -0.017701854929327965, 0.04488447681069374, -0.08543741703033447, 0.06479629874229431, 0.04990110918879509, -0.038166169077157974, -0.003732085693627596, 0.0035083263646811247, -0.046144161373376846, -0.04444248229265213, 0.02974618785083294, -0.008552581071853638, -0.03787887468934059, 0.027425719425082207, -0.015701832249760628, 0.006486259866505861, -0.022652186453342438, 0.0018397994572296739, -0.009143748320639133, 0.05317186191678047, 0.012906220741569996, -0.028243407607078552, -0.01188963558524847, 0.02864120341837406, -0.041083332151174545, -0.010519454255700111, -0.019193584099411964, 0.029127396643161774, 0.0044144135899841785, -0.04495077580213547, 0.03812197223305702, -0.016298523172736168, 0.02045326679944992, 0.022828983142971992, -0.011668638326227665, 0.026497533544898033, 0.00874042883515358, 0.02066321298480034, -0.05670781433582306, -0.06912784278392792, 0.029436791315674782, -0.01752505637705326, -0.0706748217344284, -0.0085415318608284, -0.010005636140704155, -0.04508337378501892, -0.01965767703950405, 0.07690693438053131, 0.006243163254112005, 6.897521234350279e-05, -0.0402214415371418, -0.6714770793914795, -0.01367971021682024, -0.01797810010612011, -0.0441109873354435, -0.02278478443622589, 0.03454182296991348, -0.05436524748802185, 0.03158046305179596, -0.006414436269551516, -0.07562515139579773, 0.0036436868831515312, 0.01871844008564949, 0.027425719425082207, -0.018055450171232224, -0.10378015786409378, 0.02075161226093769, 2.2164438632898964e-05, -0.06890684366226196, 0.025304149836301804, 0.0483541302382946, 0.03608879819512367, -0.0262102372944355, -0.004328777547925711, -0.013392413966357708, 0.038298770785331726, -0.036066699773073196, 0.030674375593662262, -0.005187903065234423, -0.0010683820582926273, 0.009823313914239407, 0.0136023610830307, 0.020718462765216827, 0.011801236309111118, 0.043470095843076706, 0.004966906271874905, 0.022265441715717316, 0.007193450350314379, -0.01971292681992054, 0.0221438929438591, 0.0038121971301734447, -0.018442194908857346, 0.09043194353580475, 0.027248922735452652, -0.004047006368637085, 0.029967185109853745, -0.014375850558280945, 0.04355849698185921, 0.035182710736989975, 0.013525012880563736, -0.0017569256015121937, 0.002063558902591467, 0.02393396757543087, -0.022066544741392136, -0.012408978305757046, -0.0019585853442549706, 0.04707234725356102, -0.014618947170674801, -0.024950554594397545, -0.005110553931444883, 0.007751467637717724, 0.022453289479017258, -0.0241770651191473, -0.015701832249760628, 0.042917605489492416, 0.009928287006914616, -0.021359354257583618, -0.03206665441393852, -0.01722671091556549, -0.015204588882625103, 0.004668560344725847, -0.008475232869386673, -0.052995067089796066, -0.023403575643897057, -0.0049751936458051205, -0.0059282430447638035, -0.034829117357730865, -0.0016118964413180947, 0.039094358682632446, -0.048884522169828415, -0.02477375604212284, -0.022828983142971992, -0.044464584439992905, -0.01822119764983654, 0.011911734938621521, -0.048928722739219666, -0.04404468834400177, 0.07186820358037949, -0.012784672901034355, -0.024309663102030754, -0.05312766507267952, 0.0186189915984869, 0.0019047172972932458, -0.008337109349668026, 0.012696273624897003, -0.04198941960930824, -0.02691742591559887, -0.008066387847065926, 0.0030829072929918766, -0.014917293563485146, 0.04994530603289604, 0.05158068612217903, 0.028243407607078552, 0.06629908084869385, 0.05586802586913109, -0.02259693667292595, -0.0005721749039366841, -0.021138356998562813, 0.03666339069604874, -0.002374335890635848, -0.0061050402000546455, 0.050475701689720154, -0.008690704591572285, 0.018497442826628685, 0.0011844054097309709, -0.029259994626045227, -0.03986784815788269, 0.024641158059239388, -0.0008625786867924035, 0.003372965846210718, 0.01320456713438034, -0.04914971813559532, 0.02616603672504425, -0.01584547944366932, -0.025083152577280998, 0.002364667132496834, 0.011834385804831982, 0.06537089496850967, 0.016309574246406555, 0.038298770785331726, 0.09184632450342178, 0.029171595349907875, 0.026983726769685745, -0.0402214415371418, 0.00515199126675725, -0.019491929560899734, 0.008154787123203278, 0.04333749786019325, -0.03977944701910019, -0.02278478443622589, -0.0015207352116703987, 0.01797810010612011, 0.0009364745346829295, 0.022563787177205086, 0.006685157306492329, 0.017613455653190613, -0.024641158059239388, -0.022276490926742554, 0.017403509467840195, -0.01787865161895752, -0.003118819324299693, -0.012110631912946701, 0.0076243942603468895, 0.04720494523644447, 0.006884054746478796, -0.06837645173072815, -0.06568028777837753, -0.0604647621512413, 0.016066476702690125, 0.0062707881443202496, 0.02884010039269924, 0.05834319069981575, 0.016110677272081375, -0.008127162232995033, -0.04773533716797829, 0.060597360134124756, -0.003544238395988941, 0.06355872005224228, -0.026895327493548393, -0.01674051769077778, -0.022287540137767792, -0.0271163247525692, -0.03149206191301346, 0.021315153688192368, 0.04201151803135872, 0.02800031192600727, -0.002029028022661805, 0.011536040343344212, 0.021967096254229546, 0.017049914225935936, -0.015304037369787693, -0.0024834531359374523, 0.03286224603652954, 0.008309484459459782, 0.016298523172736168, 0.011580239050090313, -0.006690682377666235, -0.0582105927169323, -0.00018318573711439967, -0.022165993228554726, 0.018851038068532944, -0.016873115673661232, 0.005674096290022135, 0.015105140395462513, -0.020420117303729057, -0.08349264413118362, -0.06369131803512573, -1.2981411600776482e-05, 0.022630086168646812, 0.05661941319704056, 0.03509431332349777, 0.011524990200996399, 0.026983726769685745, 0.08415563404560089, -0.018298545852303505, 0.06386811286211014, 0.0046436982229352, 0.007204500027000904, -0.010641002096235752, 0.0037597103510051966, 0.005331551190465689, 0.010850949212908745, 0.009027725085616112, 0.006121614947915077, 0.022828983142971992, -0.006038741208612919, 0.046939749270677567, 0.03838716819882393, 0.04534856975078583, -0.029679888859391212, -0.00012905875337310135, 0.0903877466917038, -0.03376833349466324, -0.012453177012503147, -0.017060963436961174, 0.03608879819512367, -0.001984828617423773, -0.01664106920361519, -0.05825479328632355, 0.0018812364432960749, 0.020983658730983734, 0.005334313493221998, -0.015304037369787693, -0.015337187796831131, -0.05807799473404884, -0.014232202433049679, -0.06205593794584274, 0.017746053636074066, 0.03628769516944885, 0.0008315009763464332, 0.021657699719071388, -0.023315176367759705, 0.0076520186848938465, 0.0009164466755464673, -0.010646527633070946, 0.012033282779157162, -0.004872982390224934, 0.007900640368461609, -0.010005636140704155, 0.01678471639752388, 0.021823447197675705, -0.002872960176318884, 0.017049914225935936, 0.01348081324249506, 0.019193584099411964, 0.05189007893204689, 0.0017790253041312099, -0.0058564189821481705, 0.04106123000383377, -0.026387033984065056, -0.0015304037369787693, 0.051713284105062485, -0.020276468247175217, -0.035182710736989975, 0.021237805485725403, -0.012928321026265621, -0.1653057038784027, -0.001343247015029192, 0.02517155185341835, 0.02225439064204693, -0.0058343191631138325, -0.0016284711891785264, 0.04901712015271187, -0.02954729087650776, -0.018044399097561836, -0.059801772236824036, -0.021967096254229546, -0.03093957155942917, 0.02070741355419159, 0.015911780297756195, -0.029282094910740852, -0.011878585442900658, 0.009353695437312126, -0.019701877608895302, -0.026983726769685745, 0.014265351928770542, 0.014784694649279118, -0.008447607979178429, 0.032398149371147156, 0.02298368141055107, -0.020243318751454353, -0.017635555937886238, -0.02800031192600727, -0.023867668583989143, 0.018210148438811302, -0.019591378048062325, -0.029061097651720047, 0.03365783393383026, -0.12199030816555023, 0.0014447674620896578, -0.03286224603652954, -0.02080686204135418, -0.026188137009739876, -0.05728240683674812, -0.02170189842581749, 0.03535950928926468, -0.0262102372944355, -0.0681554526090622, -0.07394557446241379, -0.01569078303873539, 0.022099694237113, -0.05754760280251503, -0.004966906271874905, -0.01664106920361519, -0.039845746010541916, 0.004290102981030941, 0.0020801336504518986, 0.014718395657837391, -0.004464138299226761, 0.017536107450723648, 0.02521575056016445, 0.01847534440457821, -0.0031713061034679413, -0.009591267444193363, -0.0006156836752779782, 0.041591621935367584, -0.026298634707927704, 0.0262102372944355, -0.03237605094909668, -0.0072873737663030624, 9.858535486273468e-05, -0.02800031192600727, 0.04015514254570007, -0.059403978288173676, -0.005049780011177063, -0.016110677272081375, 0.0741223692893982, -0.04499497637152672, -0.028376007452607155, 0.0042376164346933365, -0.0057127708569169044, 0.0030635700095444918, -0.01266312412917614, -0.014364800415933132, 0.0075525701977312565, 0.018906287848949432, -0.0017154887318611145, 0.003400590270757675, -0.030652275308966637, -0.010375806130468845, 0.025237850844860077, -0.04561376944184303, -0.0381440706551075, 0.022563787177205086, 0.006298412568867207, -0.04941491410136223, 0.0025967140682041645, 0.04234301298856735, -0.02700582519173622, -0.024663258343935013, -0.017856553196907043, -0.010408955626189709, -0.020287519320845604, -0.027337320148944855, 0.012022233568131924, 0.027226822450757027, 0.035271111875772476, -0.047249145805835724, -0.02994508482515812, -0.024022366851568222, 0.0049033695831894875, 0.05498403683304787, 0.050077904015779495, 0.008044288493692875, -0.00018819270189851522, 0.006210013758391142, 0.003939270507544279, 0.021657699719071388, 0.008315009996294975, 0.05135968700051308, 0.015060940757393837, -0.00047963240649551153, -0.012442127801477909, 0.004204466938972473, -0.010121659375727177, -0.02552514523267746, 0.026740629225969315, -0.006679632235318422, -0.006751456297934055, 0.0010297076078131795, -0.038011472672224045, 0.005356413312256336, 0.039293255656957626, 0.004591211210936308, 0.005140941124409437, -0.020817911252379417, 0.006784605793654919, 0.03151416406035423, 0.0011022222461178899, 0.0019060985650867224, 0.01340346410870552, -0.025945039466023445, -0.04760273918509483, 0.011624438688158989, -0.019304081797599792, -0.007414447143673897, 0.04371319338679314, -0.03387882933020592, 0.02204444445669651, -0.008580205962061882, -0.013723909854888916, -0.03882916271686554, -0.013248766772449017, -0.03630979731678963, 0.022165993228554726, -0.013635510578751564, 0.034784916788339615, 0.005140941124409437, 0.01033160649240017, 0.028574904426932335, -0.017193561419844627]"
1,img (2).jpg,"[0.01171715185046196, -0.019036173820495605, -0.01892426237463951, -0.029343239963054657, -0.004876550752669573, -0.0046863011084496975, 0.04409319907426834, 0.0639687106013298, 0.03988531976938248, 0.027776475995779037, 0.009495705366134644, -0.004249845631420612, -0.022203274071216583, -0.062222886830568314, 0.021408701315522194, 0.010575653053820133, 0.04731625318527222, -0.003253831760957837, 0.015701206400990486, 0.028850827366113663, -0.026209712028503418, 0.010737924836575985, 0.0015443810261785984, -0.04583901911973953, -0.022729258984327316, 0.025650154799222946, 0.015734780579805374, 0.019282380118966103, 0.01992027647793293, -0.03428973630070686, 0.0035336108412593603, 0.011683578602969646, -5.2108869567746297e-05, 0.03572220355272293, 0.005175914615392685, 0.023322392255067825, 0.029208945110440254, 0.01551095675677061, 0.0035783755593001842, 0.18013301491737366, 0.019181659445166588, -0.014414222911000252, 0.03082047402858734, -0.005769046489149332, -0.04004199430346489, 0.03919146582484245, -0.015085692517459393, 0.021319173276424408, 0.029544681310653687, -0.04203402251005173, -0.029231328517198563, 0.021341554820537567, 0.016506971791386604, -0.026590213179588318, -0.007061626296490431, -0.011862636543810368, 0.08259081095457077, 0.02887321077287197, -0.00025092693977057934, -0.006681126542389393, 0.09230474382638931, -0.003793805604800582, -0.038363318890333176, -0.029567062854766846, -0.02497868426144123, -0.005452896002680063, 0.018700439482927322, 0.026254476979374886, -0.009288668632507324, 0.005953700747340918, 0.013317488133907318, -0.03003709204494953, 0.008868999779224396, -0.07927822321653366, 0.004619154147803783, -0.04856966435909271, -0.059447478502988815, -0.02614256553351879, 0.011650004424154758, -0.012287900783121586, 0.00013849069364368916, 0.024083390831947327, -0.04839060455560684, -0.0171896331012249, 0.033282529562711716, -0.010905792005360126, 0.003301394172012806, -0.02263973094522953, 0.03831855580210686, 0.019024983048439026, -0.0008512281347066164, -0.019864320755004883, -0.6657401323318481, 0.0327453538775444, -0.08066593110561371, -0.0032594273798167706, 0.004697492346167564, -0.05506053939461708, -0.10931532084941864, -0.021531805396080017, -0.051837485283613205, -0.007240684702992439, -0.043041229248046875, 0.05407571792602539, 0.04633143171668053, 0.024351978674530983, -0.0973183885216713, 0.047361016273498535, 0.006306222639977932, -0.0551053062081337, -0.015197604894638062, 0.03283488377928734, 0.06889282166957855, -0.008024066686630249, -0.016641264781355858, -0.04731625318527222, 0.0523298941552639, -0.036796554923057556, -0.0035336108412593603, -0.04995736852288246, 0.01259006280452013, 0.05331471934914589, 0.016887471079826355, 0.009333433583378792, -0.016853896901011467, -0.07453317195177078, 0.008259081281721592, -0.00324264052323997, 0.010821858420968056, 0.029969945549964905, -0.016271956264972687, 0.0035615889355540276, -0.03773661330342293, 0.08854451030492783, 0.02813459374010563, -0.02421768568456173, -0.015432619489729404, -0.036393675953149796, -0.012869841419160366, 0.0029125011060386896, 0.008253485895693302, -0.06231241673231125, 0.04398128390312195, 0.006227884441614151, 0.011862636543810368, -0.017693234607577324, 0.00947332289069891, 0.025135360658168793, -0.007744287606328726, 0.01857733726501465, -0.033528733998537064, 0.015902647748589516, -0.022136127576231956, -0.05523959919810295, 0.03207388520240784, -0.012746739201247692, 0.030910002067685127, 0.004613558296114206, -0.03997484967112541, -0.009680359624326229, 0.02341192029416561, -0.021386319771409035, -0.02441912516951561, 0.019271189346909523, -0.007923346012830734, -0.013742753304541111, -0.03657273203134537, -0.010709946975111961, 0.054210010915994644, 0.03158147260546684, -0.022684495896100998, -0.0185213815420866, 0.005920127034187317, 0.0016632871702313423, 0.000314751552650705, -0.0023305604699999094, -0.0887235701084137, -0.040713466703891754, -0.034468792378902435, 0.014134443365037441, 0.00307757081463933, 0.021934686228632927, 0.006211097352206707, -0.012075268663465977, -0.04583901911973953, 0.020770804956555367, -0.026702124625444412, -0.011683578602969646, -0.022807598114013672, -0.0050584073178470135, 0.007705118507146835, -0.007940133102238178, 0.003860952565446496, 0.04194449260830879, 0.04212355241179466, 0.0624467097222805, 0.03449117764830589, -0.032499149441719055, -0.061596181243658066, -0.010972939431667328, 0.039348144084215164, 0.0179506316781044, -0.009663572534918785, 0.01405610516667366, 0.05367283523082733, 0.016741985455155373, -0.0014954196522012353, -0.052240367978811264, 0.03500596806406975, -0.032722972333431244, 0.0043058013543486595, -0.01779395528137684, 0.042459286749362946, 0.01347416453063488, -0.04977830871939659, -0.016316721215844154, 0.011862636543810368, 0.01171715185046196, 0.011705960147082806, -0.017133675515651703, 0.015096884220838547, 0.07636852562427521, 0.0016409048112109303, 0.0014800317585468292, -0.05452336370944977, 0.013048900291323662, -0.0030691775027662516, 0.004398128483444452, 0.007492486387491226, 0.027619799599051476, 0.01034063845872879, 0.0064237299375236034, 0.00975869782269001, 0.0472714900970459, -0.027395976707339287, -0.011750725097954273, 0.027597418054938316, 0.040534406900405884, -0.026209712028503418, -0.023344773799180984, 0.032320089638233185, -0.014526134356856346, -0.00161012914031744, -0.015678824856877327, -0.02282997965812683, 0.015757162123918533, 0.02538156695663929, -0.08867880702018738, -0.01639505848288536, -0.008997698314487934, -0.007744287606328726, 0.01853257231414318, -0.014112060889601707, -0.06464017927646637, -0.00811359565705061, -0.01433588471263647, 0.016741985455155373, -0.005629156716167927, 0.11585095524787903, 0.003589566797018051, 0.0007540048682130873, -0.0005182909080758691, -0.055150069296360016, -0.03471500054001808, 0.017323926091194153, 0.007402956951409578, -0.0123886214569211, 0.01007204968482256, 0.016081707552075386, -0.011873828247189522, -0.02672450616955757, -0.01642863266170025, 0.023926714435219765, 0.013921811245381832, 0.012287900783121586, -0.016887471079826355, 0.04959925264120102, 0.03158147260546684, -0.021375128999352455, -0.009814653545618057, 0.042839787900447845, -0.001382808550260961, -0.033304911106824875, -0.024933919310569763, -0.02071484923362732, 0.019282380118966103, -0.11925307661294937, -0.01562286913394928, -0.01231028325855732, 0.015869075432419777, -0.030328061431646347, 0.007195920217782259, 0.005704697221517563, -0.020155292004346848, 0.019774790853261948, -0.01680913195014, 0.03968387842178345, 0.013440591283142567, 0.0150409284979105, 0.028649387881159782, -0.006462899036705494, -0.014436605386435986, -0.01621600054204464, 0.026858801022171974, 0.016540544107556343, 0.010883409529924393, 0.040892522782087326, 0.04239213839173317, 0.04610760882496834, -0.019864320755004883, 0.0016409048112109303, -0.009669167920947075, 0.08841022104024887, -0.024642949923872948, 0.03516264632344246, -0.016238383948802948, -0.006233479827642441, 0.035252176225185394, 0.0067147002555429935, -0.05819406732916832, 0.018051352351903915, 0.00811359565705061, -0.0031139422208070755, 0.03731134906411171, -0.0028089829720556736, -0.0500468984246254, 0.019618116319179535, -0.02616494707763195, 0.06262576580047607, 0.04628666490316391, -0.02225923165678978, 0.015298324637115002, -0.009076036512851715, -0.009400580078363419, 0.03149194270372391, -0.03428973630070686, 0.00615514162927866, -0.00976988859474659, -0.017883485183119774, -0.040512025356292725, -0.01702176406979561, 0.011873828247189522, -0.021408701315522194, -0.0054389070719480515, 0.00673148687928915, -0.0018563347402960062, 0.034446410834789276, -0.019416674971580505, 0.0224382895976305, -0.01347416453063488, -0.028783680871129036, -0.011308673769235611, 0.012444577179849148, -0.03317061811685562, -0.01792825013399124, -0.02808982878923416, 0.028045063838362694, -0.01951739564538002, -0.0031251332256942987, -0.013306297361850739, 0.011090446263551712, -0.03769185021519661, 0.023949097841978073, 0.05112124979496002, -0.02614256553351879, -0.03243200108408928, -0.009495705366134644, -0.05326995253562927, -0.036393675953149796, 0.001252711284905672, 0.0208603348582983, 0.05138983950018883, 0.017659660428762436, -0.01505211926996708, -0.05698542296886444, 0.0072350893169641495, 0.12552012503147125, 0.02732883021235466, -0.03731134906411171, -0.025672536343336105, 0.029544681310653687, 0.0069329277612268925, -0.028403181582689285, 0.012746739201247692, -0.005077992100268602, 0.05152413249015808, -0.0004889140836894512, 0.025135360658168793, -0.02146465703845024, 8.782443183008581e-05, 0.048122018575668335, -0.04572710767388344, 0.008432543836534023, -0.011907401494681835, -0.000737917551305145, -0.028045063838362694, 0.029388004913926125, 0.0460180789232254, -0.09955661743879318, -0.07135488092899323, -0.010161579586565495, -0.04682384058833122, -0.03637129068374634, 0.05917888879776001, -0.01179549004882574, 0.018666867166757584, -0.0011226139031350613, -0.011179975233972073, 0.06441635638475418, -0.04024343565106392, 0.05353854224085808, 0.011739534325897694, 0.02576206624507904, 0.03258867934346199, 0.006602788344025612, -0.044048432260751724, 0.0028929165564477444, -0.009540469385683537, 0.02323286235332489, -0.08303845673799515, -0.0465104877948761, 0.024061009287834167, 0.012399813160300255, 0.022136127576231956, 0.01521998643875122, 0.013451782055199146, -0.04102681577205658, 0.03688608482480049, -0.062178123742341995, -0.01898021809756756, -0.017883485183119774, 0.042056404054164886, -0.011051277630031109, 0.025672536343336105, 0.015029736794531345, -0.005676719360053539, 0.015913838520646095, 0.013138430193066597, 0.007419743575155735, -0.02403862588107586, -0.012075268663465977, 0.016148854047060013, -0.04230261221528053, 0.03957196697592735, 0.04330981522798538, 0.008426948450505733, -0.02737359330058098, -0.03865429013967514, -0.007861794903874397, -0.049509722739458084, 0.0017975812079384923, -0.025717301294207573, 0.025068214163184166, 0.00917675718665123, 0.005908936262130737, 0.00507519394159317, 0.022169701755046844, 0.022729258984327316, 0.0020018198993057013, 0.0021780808456242085, -0.0008987906039692461, 0.026612594723701477, 0.014302311465144157, 0.021520614624023438, 0.007464508060365915, 0.014470178633928299, -0.04257119819521904, 0.00405400013551116, 0.021800393238663673, -0.04185496270656586, 0.06280482560396194, -0.03202911838889122, -0.023165715858340263, -0.04624190181493759, 0.016898661851882935, -0.039527200162410736, -0.02205779030919075, 0.01720082387328148, 0.016115279868245125, -0.017480602487921715, 0.04668954759836197, -0.054568130522966385, -0.024172920733690262, 0.004968877881765366, -0.014414222911000252, -0.015913838520646095, 0.027776475995779037, -0.015387854538857937, -0.005318602081388235, 0.036057937890291214, 0.03655035048723221, 0.0024956301786005497, 0.037221819162368774, -0.02437436208128929, 0.013530120253562927, 0.03196197375655174, -0.016853896901011467, 0.023322392255067825, 0.01200812216848135, 0.007671544793993235, 0.0027670159470289946, 0.027843622490763664, -0.009462131187319756, -0.023747656494379044, 0.022785214707255363, -0.06132759526371956, -0.020233629271388054, 0.003986853174865246, -0.005041620694100857, 0.005953700747340918, -0.00925509538501501, 0.003961673006415367]"
